Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,51.552,51.438,nan
Newspoll,92,44.552,44.438,nan
Newspoll,184,46.64,46.526,nan
Newspoll,245,39.096,38.982,nan
Newspoll,307,38.096,37.982,nan
Newspoll,396,43.184,43.07,nan
Newspoll,488,40.728,40.614,nan
Newspoll,580,41.272,41.158,nan
Newspoll,672,45.816,45.702,nan
Newspoll,761,41.992,41.878,nan
Newspoll,853,42.536,42.422,nan
Newspoll,945,46.624,46.51,nan
Newspoll,1037,43.816,43.702,nan
Westpoll,1105,40.544,40.555,nan
Newspoll,1127,40.448,40.336,nan
Newspoll,1219,38.992,38.886,nan
Newspoll,1311,37.816,37.71,nan
Newspoll,1338,43.536,43.43,nan
