Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,51.228,51.642,nan
Newspoll,63,57.706,58.12,nan
Newspoll,122,58.32,58.734,nan
Newspoll,183,54.548,54.962,nan
Newspoll,244,51.391,51.804,nan
Newspoll,305,53.959,54.372,nan
Newspoll,366,57.518,57.931,nan
Newspoll,428,55.722,56.135,nan
Newspoll,487,60.23,60.644,nan
Newspoll,578,57.518,57.931,nan
Newspoll,670,56.133,56.546,nan
Newspoll,701,55.529,55.943,nan
Newspoll,793,48.155,48.568,nan
F2F Morgan,836,61.42,59.992,nan
Newspoll,853,52.872,53.308,nan
F2F Morgan,867,59.241,57.81,nan
Newspoll,914,49.959,50.418,nan
Newspoll,975,52.354,52.813,nan
Newspoll,1015,52.62,53.079,nan
F2F Morgan,1022,54.371,52.937,nan
Saulwick,1025,53.764,53.425,nan
Newspoll,1029,53.424,53.882,nan
Newspoll,1034,54.649,55.108,nan
