Firm,Day,ALP TPP,ALP TPP adj
Galaxy,1,34.88436488712105,34.91410268548236
Morgan Phone,19,37.079392755678775,37.45287500019582
ReachTEL,42,32.9313463147759,32.967247413198024
Morgan Phone,55,37.08149013272038,37.454972377237425
Morgan Phone,82,38.49709082953649,38.87057307405353
Newspoll,86,41.299568847559506,41.44944243782898
ReachTEL,85,43.92415405041617,43.96005514883829
Galaxy,95,41.30330633639264,41.33304413475395
ReachTEL,116,45.057722014945114,45.09362311336724
ReachTEL,146,42.959101972044316,42.99500307046644
Newspoll,178,44.61250718333949,44.76238077360896
ReachTEL,186,46.36052892688603,46.396430025308156
Galaxy,186,44.67638549319106,44.70612329155237
Essential,194,47.19335448166885,46.977887774637985
ReachTEL,207,45.1243064976454,45.16020759606752
ReachTEL,242,46.31264920494221,46.348550303364334
Newspoll,270,39.509394746235785,39.65926833650526
ReachTEL,277,40.430028932703216,40.46593003112534
Galaxy,277,45.62272351652982,45.65246131489113
Essential,298,42.3350786643162,42.119611957285336
ReachTEL,305,41.29026417591358,41.3261652743357
ReachTEL,333,42.04499564924385,42.080896747665975
Newspoll,359,42.77128476578568,42.92115835605515
Galaxy,366,44.14061662047119,44.1703544188325
ReachTEL,366,42.22171662047119,42.257617718893314
ReachTEL,415,46.844750000000005,46.88065109842213
Galaxy,445,43.64193641376858,43.67167421212989
Newspoll,542,44.21950802039517,44.36938161066464
Galaxy,542,44.202056912209656,44.231794710570966
Newspoll,543,46.17343429334918,46.323307883618654
Essential,543,43.1962,42.980733292969134
Essential,573,45.4493,45.23383329296914
Essential,604,49.1107,48.89523329296914
Galaxy,629,47.728314047243934,47.758051845605245
Newspoll,635,48.22223925177992,48.37211284204939
Essential,635,49.7999,49.58443329296914
Essential,663,46.628099999999996,46.41263329296913
ReachTEL,681,48.129795267115455,48.16569636553758
Essential,694,52.628099999999996,52.41263329296913
Newspoll,724,51.090817717939544,51.240691308209016
Essential,724,47.3289,47.113433292969134
Galaxy,732,45.78969586481212,45.81943366317343
ReachTEL,745,46.387742958369984,46.42364405679211
ReachTEL,773,47.716468308245034,47.75236940666716
ReachTEL,792,48.393629999999995,48.42953109842212
ReachTEL,808,52.65952156768602,52.69542266610814
Galaxy,814,48.5369,48.56663779836131
Newspoll,816,46.78548489508323,46.9353584853527
ReachTEL,836,47.42562013752579,47.46152123594791
SMS Morgan,860,47.099180101564755,46.836242307053475
ReachTEL,872,48.62226910253074,48.65817020095286
SMS Morgan,888,50.72495,50.46201220548872
Newspoll,908,49.89409309668782,50.04396668695729
Galaxy,912,50.808473451087714,50.838211249449024
SMS Morgan,916,51.670049999999996,51.407112205488716
ReachTEL,921,49.28468319322344,49.32058429164556
Essential,930,49.953,49.73753329296914
ReachTEL,960,49.13033646868723,49.166237567109356
Newspoll,962,47.70296156972791,47.85283515999738
Galaxy,962,48.78846156972791,48.81819936808922
SMS Morgan,971,49.220299999999995,48.957362205488714
Essential,972,49.703932163212286,49.48846545618142
ReachTEL,974,47.67299884454014,47.70889994296226
Newspoll,982,48.18375403661442,48.33362762688389
Galaxy,982,48.3608,48.39053779836131
ReachTEL,983,48.1584229408163,48.194324039238424
