Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,60.645,58.328,60.5
Morgan Phone,2,57.893,57.77,58.5
F2F Morgan,36,61.322,59.005,61.5
Newspoll,46,58.786,59.13,58.0
F2F Morgan,50,58.774,56.458,59.0
Morgan Phone,51,63.3,63.176,63.0
Morgan Phone,58,59.822,59.698,60.0
F2F Morgan,64,62.531,60.214,62.5
Newspoll,74,57.639,57.983,57.0
F2F Morgan,78,64.234,61.918,64.5
Newspoll,88,62.639,62.983,63.0
F2F Morgan,92,65.003,62.687,65.0
Morgan Phone,99,62.671,62.547,61.0
Newspoll,102,58.989,59.333,59.0
F2F Morgan,106,63.802,61.485,63.5
Morgan Phone,117,61.654,61.531,60.5
Newspoll,123,59.192,59.536,59.0
Morgan Phone,128,63.328,63.204,63.5
F2F Morgan,131,61.957,59.641,62.0
Morgan Phone,135,62.559,62.435,62.5
Newspoll,137,60.949,61.293,61.0
F2F Morgan,141,61.883,59.567,61.5
Newspoll,151,57.396,57.739,57.0
F2F Morgan,152,62.099,59.782,62.0
Morgan Phone,157,57.396,57.272,58.0
Nielsen,164,56.159,56.924,57.0
Newspoll,165,57.396,57.739,57.0
F2F Morgan,166,59.627,57.311,60.5
F2F Morgan,173,60.829,58.513,61.0
Newspoll,179,57.192,57.536,57.0
F2F Morgan,180,62.896,60.579,63.0
Morgan Phone,186,55.72,55.597,56.0
F2F Morgan,187,60.303,57.987,58.5
Nielsen,192,57.953,58.717,55.0
Newspoll,193,59.679,60.023,59.0
Essential,195,59.345,57.269,59.0
F2F Morgan,197,61.152,58.836,61.0
Newspoll,207,55.192,55.536,55.0
F2F Morgan,211,58.768,56.451,59.0
Essential,226,58.796,56.721,59.0
Newspoll,221,55.436,55.779,55.0
F2F Morgan,222,59.942,57.625,60.0
Nielsen,227,54.192,54.957,54.0
F2F Morgan,229,54.923,52.607,55.0
Newspoll,235,57.746,58.09,57.0
Essential,237,57.712,55.636,58.0
F2F Morgan,239,55.099,52.782,55.0
Newspoll,249,56.949,57.293,57.0
F2F Morgan,253,56.997,54.681,57.0
Essential,253,57.66,55.585,58.0
