Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,35.079,35.075,nan
Newspoll,93,40.367,40.363,nan
Newspoll,185,40.244,40.241,nan
Newspoll,274,35.922,35.919,nan
Newspoll,366,36.826,36.823,nan
Newspoll,458,46.292,46.288,nan
Newspoll,550,42.612,42.609,nan
Newspoll,640,39.018,39.015,nan
Newspoll,732,40.953,40.95,nan
Newspoll,824,44.44,44.437,nan
Newspoll,916,45.5,45.496,nan
Newspoll,1005,43.762,43.746,nan
Advertiser,1036,46.533,46.637,nan
Newspoll,1097,46.772,46.752,nan
Advertiser,1136,43.2,43.304,nan
Newspoll,1152,47.555,47.536,nan
