Firm,Day,@TPP,@TPP adj,@TPP reported
Advertiser,1,53.164,52.658,nan
Advertiser,103,50.006,49.501,48.0
Newspoll,93,48.57,50.013,nan
Newspoll,182,46.744,48.187,nan
Advertiser,229,56.47,55.964,53.2
F2F Morgan,262,48.019,46.065,56.0
Newspoll,274,57.093,58.536,nan
F2F Morgan,321,51.517,49.562,49.5
Newspoll,366,53.395,54.839,nan
F2F Morgan,376,51.536,49.582,51.5
F2F Morgan,446,54.166,52.212,53.5
Newspoll,458,47.808,49.251,nan
F2F Morgan,503,54.63,52.675,55.5
Newspoll,547,51.157,52.6,nan
F2F Morgan,562,52.468,50.513,51.5
F2F Morgan,625,52.678,50.724,51.5
Newspoll,639,50.157,51.6,nan
F2F Morgan,687,53.067,51.112,51.0
Newspoll,731,47.65,49.094,nan
F2F Morgan,747,56.868,54.913,56.0
Advertiser,789,57.089,56.583,58.7
F2F Morgan,809,57.987,56.032,57.5
Newspoll,823,53.836,55.279,nan
F2F Morgan,869,56.115,54.16,56.5
Newspoll,913,50.225,51.669,nan
F2F Morgan,930,58.679,56.725,58.5
Advertiser,936,54.305,53.799,54.3
Advertiser,969,50.827,50.321,49.0
F2F Morgan,991,57.312,55.357,56.0
Newspoll,1005,51.774,53.217,nan
F2F Morgan,1052,54.93,52.975,53.5
Advertiser,1088,55.087,54.581,54.4
Newspoll,1097,48.435,49.879,nan
F2F Morgan,1113,55.056,53.102,55.5
Advertiser,1167,52.847,52.341,51.5
F2F Morgan,1175,56.737,54.783,56.5
Newspoll,1189,50.942,52.386,nan
Advertiser,1223,59.965,59.459,59.6
F2F Morgan,1234,56.663,54.708,58.5
Newspoll,1278,51.817,53.26,nan
F2F Morgan,1295,57.799,55.845,60.5
F2F Morgan,1356,54.199,52.717,55.5
Newspoll,1370,49.188,50.27,nan
F2F Morgan,1417,51.269,50.372,50.0
Advertiser,1431,49.313,49.454,49.5
Newspoll,1438,48.501,49.266,nan
F2F Morgan,1478,49.723,48.901,49.0
Newspoll,1482,45.98,46.744,nan
Advertiser,1517,44.881,45.022,45.9
F2F Morgan,1523,46.493,45.672,48.5
Morgan Phone,1541,47.072,47.112,49.0
Sunday Mail,1542,46.816,47.108,49.5
Advertiser,1545,48.53,48.671,49.4
Newspoll,1546,48.54,49.305,47.5
Morgan Phone,1546,49.824,49.865,50.0
