Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,45.101,45.202,nan
Newspoll,22,46.427,46.528,nan
F2F Morgan,47,48.154,46.982,50.0
F2F Morgan,61,49.484,48.312,52.5
Newspoll,57,44.767,44.869,nan
F2F Morgan,75,45.916,44.745,49.0
Newspoll,78,49.878,49.98,nan
F2F Morgan,89,48.14,46.968,51.0
F2F Morgan,103,48.609,47.438,51.5
Newspoll,106,47.443,47.544,nan
F2F Morgan,117,51.253,50.082,54.0
Newspoll,485,47.576,47.677,nan
Newspoll,865,50.093,50.27,nan
F2F Morgan,135,50.402,49.231,53.5
F2F Morgan,145,48.609,47.438,50.0
Newspoll,148,50.608,50.71,nan
F2F Morgan,159,50.579,49.408,52.5
Newspoll,162,48.484,48.586,nan
F2F Morgan,173,51.426,50.255,54.0
Newspoll,176,50.093,50.194,nan
F2F Morgan,187,51.306,50.135,53.5
Newspoll,190,49.476,49.577,nan
F2F Morgan,201,48.639,47.468,51.5
Newspoll,211,48.034,48.135,nan
F2F Morgan,213,48.264,47.093,51.0
Newspoll,225,48.287,48.388,nan
F2F Morgan,229,51.023,49.852,54.0
Newspoll,239,50.649,50.751,nan
F2F Morgan,243,47.852,46.681,50.0
Newspoll,253,48.967,49.068,nan
F2F Morgan,257,50.502,49.331,52.5
Newspoll,267,47.534,47.636,nan
F2F Morgan,271,51.77,50.599,54.0
Newspoll,281,50.856,50.957,nan
F2F Morgan,285,50.716,49.545,53.0
Newspoll,295,48.538,48.639,nan
F2F Morgan,299,49.394,48.223,51.5
Newspoll,309,50.357,50.458,nan
F2F Morgan,317,50.35,49.179,51.0
F2F Morgan,327,49.15,47.979,51.0
Newspoll,330,45.088,45.189,nan
F2F Morgan,341,45.291,44.12,47.5
Newspoll,344,45.255,45.356,nan
F2F Morgan,355,45.376,44.204,47.0
Newspoll,358,47.37,47.472,nan
F2F Morgan,369,49.089,47.918,51.0
Newspoll,372,49.023,49.125,50.0
F2F Morgan,383,48.015,46.844,49.5
Newspoll,386,48.109,48.21,48.0
F2F Morgan,411,49.171,48.0,50.0
Nielsen,417,46.298,46.703,48.0
Newspoll,421,47.613,47.715,48.0
F2F Morgan,425,49.572,48.401,52.0
Newspoll,435,48.316,48.418,49.0
F2F Morgan,439,49.798,48.626,52.5
Newspoll,449,48.227,48.328,49.0
F2F Morgan,453,47.368,46.197,49.0
Newspoll,463,49.619,49.721,49.0
