Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,49.307,49.493,50.0
Nielsen,17,49.438,49.104,50.0
Newspoll,61,50.307,50.493,51.0
Newspoll,122,47.149,47.335,48.0
Taverner,147,42.123,42.83,44.0
Newspoll,183,48.149,48.335,48.0
Newspoll,244,44.803,44.989,44.0
Newspoll,305,43.247,43.433,41.0
Newspoll,367,45.95,46.136,44.0
Newspoll,426,48.149,48.335,47.0
Newspoll,487,46.792,46.978,45.0
Newspoll,548,47.307,47.493,46.0
Newspoll,609,45.476,45.662,45.0
Nielsen,662,45.7,45.366,45.0
Newspoll,670,43.236,43.422,41.0
Galaxy,714,44.95,45.306,44.0
Newspoll,732,45.414,45.601,43.0
Morgan Phone,754,47.15,46.802,48.5
Galaxy,784,43.891,44.246,43.0
Newspoll,791,46.307,46.493,45.0
Newspoll,852,41.593,41.779,39.0
Morgan Phone,857,43.88,43.532,42.0
Newspoll,913,41.277,41.411,39.0
Essential,974,40.923,40.836,42.0
Newspoll,974,40.721,40.328,37.0
Morgan Phone,1017,36.258,36.224,35.0
Newspoll,1058,41.405,40.537,39.0
Galaxy,1085,36.435,36.635,34.0
Essential,1097,39.654,39.689,41.0
Newspoll,1097,40.721,39.853,38.0
Essential,1106,36.566,36.601,35.0
Nielsen,1110,36.179,36.033,34.0
Galaxy,1126,38.307,38.507,36.0
Newspoll,1133,39.378,38.51,37.0
Essential,1141,35.408,35.443,34.0
Newspoll,1147,37.991,37.123,35.9
Galaxy,1147,36.991,37.191,34.0
Nielsen,1147,37.634,37.488,36.0
