Firm,Day,@TPP,@TPP adj,@TPP reported
Galaxy,1,45.647,45.623,45.0
Galaxy,43,40.972,40.948,41.0
Galaxy,86,46.998,46.975,46.0
Galaxy,166,46.465,46.441,46.0
Galaxy,239,41.74,41.716,41.0
Morgan Phone,273,44.099,43.717,44.5
Galaxy,352,44.709,44.685,45.0
Newspoll,423,42.543,42.154,43.0
Essential,470,38.985,38.772,41.0
Newspoll,515,39.985,39.596,41.0
Galaxy,525,40.285,40.261,40.0
Newspoll,607,50.999,50.61,52.0
Galaxy,610,44.995,44.971,45.0
Galaxy,645,44.731,44.707,45.0
Morgan Phone,661,38.438,38.055,38.5
Newspoll,697,39.4,39.011,40.0
Galaxy,701,39.076,39.052,39.0
Newspoll,788,37.439,37.058,39.0
Galaxy,798,38.048,38.059,37.0
Newspoll,880,43.066,42.723,44.0
Galaxy,883,38.401,38.514,38.0
Galaxy,951,41.374,41.491,41.0
Newspoll,972,40.894,40.554,42.0
Galaxy,972,40.245,40.362,40.0
Galaxy,1001,40.813,40.931,40.0
Morgan Phone,1007,37.47,37.175,38.0
Newspoll,1007,37.696,37.356,39.2
