Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,1,48.125,48.104,nan
Newspoll,63,50.307,50.287,nan
Newspoll,122,48.085,48.064,nan
Newspoll,183,48.085,48.064,nan
Newspoll,244,48.544,48.523,nan
Newspoll,305,51.34,51.319,nan
Newspoll,366,48.673,48.652,nan
Newspoll,428,44.995,44.975,nan
Newspoll,487,44.014,43.993,nan
Newspoll,548,37.608,37.587,nan
Newspoll,578,36.044,36.023,nan
Saulwick,609,30.792,30.62,nan
Newspoll,640,35.72,35.699,nan
Newspoll,701,30.021,30.001,nan
Newspoll,731,32.782,32.762,nan
F2F Morgan,776,32.67,30.93,nan
Newspoll,793,32.801,32.78,nan
Newspoll,852,30.665,30.644,nan
Saulwick,875,30.887,30.716,nan
Newspoll,876,34.547,34.526,nan
Newspoll,892,29.378,29.357,nan
Newspoll,908,39.3,39.279,nan
Saulwick,897,38.231,38.059,nan
F2F Morgan,906,40.46,38.72,nan
F2F Morgan,988,40.741,39.001,nan
F2F Morgan,1019,42.668,40.928,nan
Saulwick,1058,42.606,42.435,nan
Saulwick,1087,44.314,44.143,nan
Newspoll,1096,42.876,42.855,nan
Saulwick,1156,37.187,37.016,nan
Newspoll,1158,40.303,40.282,nan
Saulwick,1183,36.885,36.734,nan
Newspoll,1218,39.595,39.199,nan
Saulwick,1219,44.033,43.915,nan
Saulwick,1247,44.442,44.351,nan
Saulwick,1275,40.876,40.81,nan
Newspoll,1279,37.741,36.93,nan
Saulwick,1310,34.66,34.599,nan
Saulwick,1338,35.904,35.844,nan
Newspoll,1340,42.741,41.916,nan
Saulwick,1352,38.325,38.265,nan
Saulwick,1371,37.326,37.266,nan
Newspoll,1383,42.73,41.905,nan
Saulwick,1387,42.299,42.239,nan
Newspoll,1400,44.87,44.046,45.0
Morgan Phone,1400,46.022,44.856,nan
Saulwick,1401,41.876,41.816,42.0
