Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,61.471,55.555,61.5
F2F Morgan,62,64.785,58.868,65.0
F2F Morgan,123,63.36,57.443,64.0
F2F Morgan,184,60.834,54.917,59.5
Newspoll,229,51.177,53.141,52.0
F2F Morgan,245,59.111,53.195,58.0
F2F Morgan,307,60.876,54.96,59.5
Newspoll,321,54.852,56.816,55.0
F2F Morgan,366,62.304,56.388,61.5
Newspoll,410,55.451,57.415,56.0
F2F Morgan,427,60.163,54.246,58.5
Newspoll,488,48.957,50.921,50.0
F2F Morgan,488,62.287,56.37,61.5
Newspoll,519,49.771,51.735,50.0
F2F Morgan,549,58.085,52.168,56.5
Newspoll,594,48.463,50.427,50.0
F2F Morgan,610,58.943,53.027,59.0
F2F Morgan,672,58.912,53.3,58.0
Newspoll,687,49.194,50.69,50.0
F2F Morgan,731,59.214,54.432,59.5
Newspoll,775,51.285,51.77,52.0
F2F Morgan,792,59.842,55.586,60.0
Newspoll,853,53.592,54.077,54.0
F2F Morgan,853,57.778,53.522,58.5
Galaxy,862,50.667,50.959,49.0
Galaxy,876,54.935,55.227,54.0
Newspoll,879,58.426,58.911,58.0
Newspoll,890,55.71,56.195,55.0
Galaxy,890,57.176,57.468,56.5
Morgan Phone,890,54.487,55.069,53.0
