Firm,Day,@TPP,@TPP adj,@TPP reported
SMS Morgan,1,58.609,57.375,59.0
SMS Morgan,19,54.617,53.382,54.5
SMS Morgan,59,56.316,55.081,56.0
SMS Morgan,76,54.117,52.882,54.0
SMS Morgan,117,56.451,55.217,56.5
Newspoll,126,57.397,56.958,58.0
SMS Morgan,145,55.853,54.619,56.5
SMS Morgan,187,55.919,54.685,56.5
SMS Morgan,216,56.953,55.718,57.0
SMS Morgan,259,55.083,53.848,55.5
Essential,262,51.904,51.94,53.0
Essential,293,53.291,53.326,54.0
Newspoll2,309,51.788,51.921,52.0
SMS Morgan,312,53.002,51.767,53.5
Essential,323,53.626,53.662,54.0
Essential,354,53.306,53.341,54.0
SMS Morgan,370,53.1,51.865,53.5
Essential,385,51.081,51.117,52.0
Essential,414,53.062,53.097,53.0
SMS Morgan,426,54.519,53.284,55.0
Essential,445,52.592,52.628,53.0
Essential,475,52.414,52.45,53.0
Essential,507,51.748,51.783,52.0
SMS Morgan,487,55.338,54.104,56.0
Essential,567,52.758,52.793,53.0
SMS Morgan,573,54.711,53.476,55.5
ReachTEL,584,50.558,51.875,51.0
SMS Morgan,614,55.562,54.328,56.5
Essential,628,52.446,52.481,52.0
Newspoll2,645,52.788,52.921,53.0
Essential,659,51.938,51.974,53.0
Galaxy,663,51.265,52.138,52.0
Essential,689,52.265,52.301,53.0
Essential,751,52.938,52.974,53.0
Galaxy,755,50.524,51.396,51.0
ReachTEL,771,47.535,48.852,46.0
Essential,840,52.265,52.301,53.0
Galaxy,857,46.919,47.792,47.0
Essential,901,50.461,50.496,51.0
Essential,932,52.134,52.17,52.0
Essential,963,54.119,54.155,54.0
Essential,993,52.463,52.499,53.0
Newspoll2,1024,50.626,50.76,51.0
Essential,1024,50.11,50.146,51.0
Essential,1054,48.315,48.35,49.0
Galaxy,1045,50.162,51.034,50.0
Newspoll2,1119,51.981,52.114,52.0
Newspoll2,1175,51.576,51.722,51.0
ReachTEL,1256,51.076,51.818,51.0
Galaxy,1291,50.756,51.178,51.0
Galaxy,1328,54.134,54.556,53.0
ReachTEL,1346,52.541,53.154,52.0
Galaxy,1369,54.265,54.687,53.0
Newspoll2,1371,54.446,54.667,54.0
uComms,1387,54.996,54.919,56.0
Galaxy,1395,53.446,53.867,53.0
uComms,1395,54.935,54.859,54.0
Newspoll2,1395,53.953,54.175,53.5
SMS Morgan,1397,56.884,56.201,54.0
