Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,60.46,58.401,62.0
F2F Morgan,32,62.305,60.246,63.5
Newspoll,49,56.616,57.778,nan
F2F Morgan,63,62.257,60.198,64.0
F2F Morgan,91,59.421,57.362,59.5
Newspoll,108,57.87,59.032,nan
F2F Morgan,122,60.87,58.811,62.0
F2F Morgan,152,57.686,55.627,58.5
Newspoll,169,53.528,54.69,nan
F2F Morgan,183,56.704,54.645,57.5
F2F Morgan,213,56.168,54.109,57.0
Newspoll,230,52.984,54.146,nan
F2F Morgan,244,57.015,54.956,57.0
F2F Morgan,275,58.471,56.412,59.0
Newspoll,291,54.238,55.4,56.0
F2F Morgan,305,57.826,55.767,59.5
F2F Morgan,336,56.673,54.614,57.5
Nielsen,347,52.077,52.239,54.0
Newspoll,352,53.694,54.856,58.0
F2F Morgan,366,55.085,53.026,56.5
F2F Morgan,397,57.678,55.619,59.0
Newspoll,414,54.782,55.944,56.0
F2F Morgan,428,61.041,58.982,62.5
F2F Morgan,457,56.831,54.772,58.0
Newspoll,474,55.492,56.654,58.0
F2F Morgan,488,60.186,58.127,61.5
F2F Morgan,518,57.331,55.272,58.5
Newspoll,535,55.036,56.198,54.0
F2F Morgan,549,56.471,54.412,58.5
Nielsen,550,54.462,54.624,56.0
F2F Morgan,579,58.541,56.482,60.0
Newspoll,596,55.326,56.488,58.0
F2F Morgan,610,56.906,54.847,51.5
F2F Morgan,641,58.797,56.738,60.0
Newspoll,657,51.818,52.98,54.0
F2F Morgan,671,50.603,48.544,51.5
F2F Morgan,702,51.323,49.264,52.5
Newspoll,718,47.036,48.198,49.0
F2F Morgan,732,55.134,53.075,56.5
F2F Morgan,763,51.686,49.627,53.0
Newspoll,780,46.782,47.944,49.0
F2F Morgan,794,56.831,54.772,58.0
F2F Morgan,822,54.888,52.829,56.5
Newspoll,839,52.492,53.654,54.0
F2F Morgan,853,54.173,52.114,56.5
F2F Morgan,883,55.37,53.311,57.0
Newspoll,900,54.818,55.98,56.0
F2F Morgan,914,54.463,52.404,56.5
F2F Morgan,944,54.225,52.166,56.0
Newspoll,961,51.492,52.654,54.0
F2F Morgan,975,55.642,53.583,57.5
F2F Morgan,1006,55.028,52.969,57.5
Newspoll,1022,51.972,53.134,55.0
F2F Morgan,1036,58.87,56.811,60.5
F2F Morgan,1067,57.945,55.886,60.0
Nielsen,1075,54.398,54.56,56.0
Newspoll,1083,51.694,52.856,54.0
F2F Morgan,1097,56.1,54.041,57.5
F2F Morgan,1128,57.471,55.412,59.0
Newspoll,1145,52.746,53.908,56.0
F2F Morgan,1159,58.155,56.096,60.5
F2F Morgan,1187,56.072,54.013,59.5
Newspoll,1204,54.238,55.347,56.0
F2F Morgan,1218,59.028,57.175,61.5
F2F Morgan,1236,57.595,55.949,58.5
F2F Morgan,1250,51.699,50.213,53.5
Nielsen,1256,54.398,54.519,55.0
Newspoll,1265,55.114,55.413,57.0
F2F Morgan,1279,55.598,54.456,57.5
F2F Morgan,1309,55.497,54.698,57.5
Newspoll,1326,54.124,53.718,55.0
F2F Morgan,1340,53.523,52.839,55.0
Nielsen,1344,53.486,53.56,55.0
Morgan Phone,1346,50.23,50.296,50.0
Morgan Phone,1377,50.16,50.226,52.0
Newspoll,1387,53.238,52.832,54.0
Galaxy,1407,51.502,51.622,52.0
Nielsen,1408,53.978,54.052,56.0
Morgan Phone,1411,54.056,54.122,55.0
Newspoll,1426,53.616,53.21,55.0
McNair,1433,49.027,49.791,50.5
Nielsen,1435,53.144,53.218,54.0
Morgan Phone,1436,56.123,56.189,55.0
Morgan Phone,1439,53.877,53.943,53.0
Galaxy,1439,54.144,54.264,55.0
Newspoll,1440,55.818,55.412,56.0
Nielsen,1440,51.854,51.928,53.0
