Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,58.876,54.938,57.5
Westpoll,3,48.378,48.247,nan
Westpoll,33,45.233,45.102,nan
F2F Morgan,62,53.745,49.808,52.5
Westpoll,62,48.848,48.717,nan
Westpoll,96,49.31,49.179,nan
F2F Morgan,123,53.776,49.838,53.0
Westpoll,124,49.2,49.069,nan
Westpoll,160,50.418,50.287,nan
F2F Morgan,184,54.375,50.437,52.5
Westpoll,188,51.515,51.384,nan
Newspoll,229,47.878,49.161,48.0
F2F Morgan,245,56.173,52.235,54.5
F2F Morgan,307,57.938,54.0,56.5
Newspoll,321,53.483,54.767,53.0
F2F Morgan,366,54.799,50.862,54.0
Westpoll,372,58.372,58.24,58.0
Westpoll,397,55.677,55.546,nan
Newspoll,410,51.584,52.868,52.0
F2F Morgan,427,56.635,52.697,55.5
Westpoll,433,54.578,54.447,nan
Westpoll,471,54.002,53.871,nan
F2F Morgan,488,58.014,54.077,56.5
Newspoll,502,52.286,53.57,52.0
Westpoll,494,53.808,53.677,nan
Westpoll,533,55.174,55.042,nan
F2F Morgan,549,56.608,52.67,55.0
Westpoll,552,49.53,49.399,nan
Westpoll,586,51.354,51.223,nan
Newspoll,594,49.479,50.763,49.0
Westpoll,588,45.922,45.79,nan
F2F Morgan,610,58.121,54.184,55.0
Westpoll,615,51.917,51.786,52.0
Westpoll,657,52.874,52.743,51.2
Newspoll,686,52.523,53.807,51.0
Westpoll,686,56.032,55.901,55.0
Westpoll,714,50.226,50.095,51.2
Westpoll,734,52.38,52.249,54.5
Newspoll,775,54.987,56.271,54.0
Westpoll,798,53.203,53.072,52.3
Westpoll,824,56.147,56.016,56.3
Newspoll,867,52.155,53.439,51.0
Westpoll,859,64.282,64.151,62.0
Westpoll,887,58.79,58.659,58.4
Westpoll,928,60.668,60.537,56.6
Newspoll,959,49.699,50.983,49.0
Westpoll,989,49.674,49.542,48.0
Westpoll,1027,60.532,60.457,58.0
Newspoll,1051,55.282,56.158,53.0
Newspoll,1142,57.52,57.579,54.0
Westpoll,1141,55.635,55.929,54.0
Westpoll,1211,49.159,49.453,49.0
Westpoll,1229,49.148,49.442,50.2
Newspoll,1230,52.896,52.955,51.0
Galaxy,1246,51.099,51.132,49.0
Westpoll,1246,52.996,53.289,54.0
Newspoll,1252,49.325,49.384,50.0
Westpoll,1251,50.197,50.49,51.0
