Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,50.823,46.586,52.5
F2F Morgan,62,55.071,50.834,56.5
Newspoll,76,52.158,53.358,nan
Advertiser,107,52.787,54.255,54.5
F2F Morgan,154,59.617,55.381,59.5
Newspoll,168,51.156,52.355,nan
F2F Morgan,215,59.358,55.122,60.0
Newspoll,260,56.315,57.515,nan
Advertiser,265,50.528,51.996,53.5
F2F Morgan,276,56.088,51.852,56.5
F2F Morgan,338,60.858,56.622,60.5
Advertiser,349,53.86,55.329,54.5
Newspoll,352,52.668,53.868,nan
F2F Morgan,397,60.237,56.001,60.5
Newspoll,441,53.044,54.244,nan
F2F Morgan,458,61.165,56.929,60.0
Advertiser,496,53.442,54.91,55.5
F2F Morgan,519,60.742,56.506,60.0
Newspoll,533,51.299,52.499,nan
F2F Morgan,580,58.039,53.803,58.0
Advertiser,594,51.593,53.061,51.9
Newspoll,625,52.612,53.812,nan
F2F Morgan,641,57.404,53.168,56.0
F2F Morgan,703,61.142,56.906,61.0
Newspoll,717,57.232,58.432,59.0
Advertiser,748,56.159,57.627,55.5
F2F Morgan,763,60.47,56.234,59.0
Newspoll,807,56.318,57.518,56.0
F2F Morgan,824,60.438,56.202,60.0
F2F Morgan,885,61.724,57.488,60.5
Newspoll,899,53.768,54.968,55.0
F2F Morgan,946,60.654,56.418,61.0
Newspoll,991,49.526,50.726,49.0
F2F Morgan,1007,57.679,53.443,58.0
Advertiser,1016,46.131,47.599,48.0
F2F Morgan,1069,54.37,50.134,54.0
Advertiser,1083,50.281,51.749,51.0
Newspoll,1083,53.034,54.234,53.0
Advertiser,1112,52.426,53.894,54.0
F2F Morgan,1128,53.58,49.344,54.0
Newspoll,1172,53.968,55.168,55.0
F2F Morgan,1189,60.8,56.564,61.0
F2F Morgan,1250,60.817,56.662,62.0
Newspoll,1264,53.022,54.189,54.0
F2F Morgan,1311,59.217,55.483,62.5
Advertiser,1315,53.736,54.831,55.0
Advertiser,1341,50.47,51.441,52.0
Newspoll,1356,54.852,55.901,56.0
F2F Morgan,1372,58.713,55.292,60.5
Advertiser,1376,53.136,54.031,55.0
Advertiser,1413,57.127,58.022,57.0
F2F Morgan,1417,59.417,55.996,60.5
Newspoll,1434,52.42,53.467,54.0
F2F Morgan,1448,60.213,56.792,61.5
Advertiser,1449,56.595,57.49,57.0
F2F Morgan,1462,60.649,57.228,61.5
Advertiser,1469,53.574,54.469,55.0
Advertiser,1476,55.239,56.134,56.0
Newspoll,1477,55.894,56.941,57.0
