Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,1,63.206,60.734,62.0
F2F Morgan,62,58.985,56.514,59.0
Advertiser,108,54.935,55.669,56.0
F2F Morgan,123,62.91,60.439,63.0
F2F Morgan,184,62.252,59.78,62.0
Newspoll,229,57.041,57.152,58.0
F2F Morgan,245,64.976,62.505,65.0
Newspoll,321,60.438,60.549,61.0
Newspoll,410,56.394,56.506,57.0
Newspoll,502,58.345,58.456,59.0
Newspoll,594,53.985,54.096,54.0
Newspoll,686,53.913,54.024,53.0
Newspoll,776,55.373,55.484,54.0
Newspoll,868,50.28,50.392,50.0
Advertiser,901,49.447,50.181,51.0
Newspoll,960,54.665,54.776,54.0
Newspoll,1052,55.874,55.985,56.0
Advertiser,1083,55.518,56.252,56.0
Newspoll,1219,58.207,58.319,56.0
Advertiser,1265,54.476,54.783,54.0
Advertiser,1293,54.036,54.135,55.0
Newspoll,1325,53.36,53.476,53.0
Advertiser,1348,56.453,56.302,57.0
Newspoll,1403,50.32,50.436,50.0
Advertiser,1405,50.923,50.771,52.0
Galaxy,1442,49.073,49.029,49.0
Newspoll,1448,48.332,48.448,48.0
