Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan multi-mode,11,56.674,57.264,58.5
Morgan multi-mode,35,57.07,57.66,58.0
Morgan multi-mode,49,56.163,56.753,57.5
Redbridge,48,55.862,56.042,55.5
Spectre,52,56.145,56.84,56.5
DemosAU,59,58.917,59.243,59.0
Newspoll3,69,56.898,55.891,57.0
ResolvePM,69,56.443,56.963,56.0
Morgan multi-mode,67,56.325,56.915,57.0
Wolf+Smith,77,56.353,56.644,57.0
Newspoll3,98,56.063,55.056,56.0
ResolvePM,98,57.038,57.559,59.0
Morgan multi-mode,95,55.153,55.743,56.5
Redbridge,113,54.691,54.871,53.5
ResolvePM,126,56.036,56.557,55.0
Newspoll3,123,57.745,56.738,58.0
Morgan multi-mode,123,55.008,55.598,55.5
YouGov2,143,55.918,56.245,56.0
Essential,142,55.846,56.722,53.684
Newspoll3,144,57.028,56.021,57.0
Redbridge,146,53.911,54.091,54.0
ResolvePM,154,55.032,55.552,55.0
Morgan multi-mode,151,56.71,57.3,57.0
DemosAU,169,55.985,56.311,56.0
Essential,170,55.559,56.436,53.191
Newspoll3,172,57.256,56.249,57.0
YouGov2,172,55.173,55.5,nan
Freshwater,173,54.536,55.47,55.0
ResolvePM,182,54.371,54.891,53.0
Redbridge,186,56.622,56.802,56.0
Morgan multi-mode,179,55.051,55.641,56.5
Spectre,187,55.126,55.821,53.0
Redbridge,193,54.504,54.684,54.0
Newspoll3,193,57.93,56.923,58.0
YouGov2,191,54.723,55.05,nan
Essential,198,55.675,56.551,53.191
Morgan multi-mode,203,55.643,56.233,56.0
ResolvePM,211,56.001,56.522,55.0
Essential,212,54.322,55.199,52.128
Redbridge,215,55.805,55.985,56.0
Morgan multi-mode,217,52.94,53.53,54.5
ResolvePM,225,53.303,53.823,54.0
DemosAU,243,52.633,53.012,52.0
Fox & Hedgehog,243,52.797,53.58,53.0
Morgan multi-mode,245,51.826,52.384,52.0
Newspoll3,251,55.378,54.372,55.0
ResolvePM,251,51.139,51.662,52.0
Morgan multi-mode,252,52.683,53.218,53.5
Freshwater,254,52.551,53.46,53.0
DemosAU,254,54.225,54.693,nan
Morgan multi-mode,259,54.07,54.574,56.5
YouGov2,260,54.598,54.887,55.0
Essential,263,51.549,52.544,nan
Redbridge,263,55.881,56.063,56.0
Morgan multi-mode,266,54.266,54.747,56.0
Newspoll3,275,56.018,55.013,nan
Morgan multi-mode,273,52.748,53.198,53.5
YouGov2,275,53.818,54.08,54.0
Morgan multi-mode,279,54.707,55.134,58.5
ResolvePM,279,53.67,54.199,55.0
Morgan multi-mode,283,54.329,54.74,55.0
Redbridge,277,56.391,56.574,nan
Fox & Hedgehog,286,51.963,52.819,51.0
DemosAU,286,52.273,53.024,nan
Morgan multi-mode,287,53.891,54.287,54.5
Essential,288,51.273,52.377,49.474
YouGov2,289,53.225,53.463,53.0
Newspoll3,293,54.136,53.131,nan
Redbridge,293,54.728,54.912,54.0
Morgan multi-mode,294,53.164,53.536,56.0
Morgan multi-mode,301,52.465,52.806,54.5
YouGov2,303,54.735,54.949,55.0
