1990 Federal Election
Seat,Adelaide
fp
Bob Catley,Labor,27422,40.5,-8.4
Mike Pratt,Liberal,26953,39.8,4.3
Peter Mann,Democrats,9197,13.6,4.5
Keith Oehme,Greens,1878,2.8,2.8
Cathryn Linedale,Christian,1123,1.7,1.7
Jean Booth,Independent,1100,1.6,1.6
tcp
Bob Catley,Labor,36267,53.7,-2.8
Mike Pratt,Liberal,31273,46.3,2.8
Seat,Aston
fp
Peter Nugent,Liberal,32968,48.4,5.6
John Saunderson,Labor,24738,36.3,-11.1
Damian Wise,Democrats,8802,12.9,4.8
Michael Ryan,Christian,1643,2.4,2.4
tcp
Peter Nugent,Liberal,37204,54.6,7.2
John Saunderson,Labor,30901,45.4,-7.2
Seat,Ballarat
fp
Michael Ronaldson,Liberal,31273,46.3,10.5
John Mildren,Labor,27609,40.8,-6.5
Bill Scetrine,Democrats,5654,8.4,4.4
Jodie Rickard,Christian,2311,3.4,3.4
Greg Mays,Independent,536,0.8,0.8
George Helon,Independent,212,0.3,0.3
tcp
Michael Ronaldson,Liberal,35043,51.9,4.0
John Mildren,Labor,32506,48.1,-4.0
Seat,Banks
fp
Daryl Melham,Labor,30484,48.6,-4.2
Steve Pratt,Liberal,21957,35.0,-4.4
Paul Terrett,Democrats,7400,11.8,4.0
Ian Clipsham,Christian,1415,2.3,2.3
John Hay,Independent,671,1.1,1.1
Brian Meyer,Independent,483,0.8,0.8
Graeme Robinson,Left-wing,354,0.6,0.6
tcp
Daryl Melham,Labor,36233,57.9,1.1
Steve Pratt,Liberal,26379,42.1,-1.1
Seat,Barker
fp
Ian McLachlan,Liberal,39470,57.8,5.6
Bill Hender,Labor,19865,29.1,-4.2
Mark Lobban,Democrats,6730,9.9,4.3
Pieter Raams,Independent,2211,3.2,3.2
tcp
Ian McLachlan,Liberal,43388,63.6,2.0
Bill Hender,Labor,24841,36.4,-2.0
Seat,Barton
fp
Gary Punch,Labor,29530,45.1,-3.4
David Macauley,Liberal,27238,41.6,-3.4
Ron George,Democrats,4840,7.4,7.4
Cathy Mudie,Christian,968,1.5,1.5
Max Lindon,Independent,941,1.4,1.4
Noel Said,Misc,827,1.3,1.3
Joe Hardy,Independent,808,1.2,1.2
Rosemary McCann,Left-wing,397,0.6,0.6
tcp
Gary Punch,Labor,34752,53.1,2.1
David Macauley,Liberal,30640,46.9,-2.1
Seat,Bass
fp
Warwick Smith,Liberal,28441,49.9,-1.9
Silvia Smith,Labor,21619,37.9,-5.0
Rae Saxon,Democrats,4449,7.8,2.4
John Chester,Greens,2479,4.4,4.4
tcp
Warwick Smith,Liberal,30896,54.3,0.6
Silvia Smith,Labor,26005,45.7,-0.6
Seat,Batman
fp
Brian Howe,Labor,34506,51.8,-12.2
Ray Ellis,Liberal,18274,27.5,3.2
George Gogas,Democrats,8574,12.9,3.2
Alan Watts,Christian,3950,5.9,5.9
Nigel D'Souza,Left-wing,1250,1.9,1.9
tcp
Brian Howe,Labor,44754,67.4,-5.4
Ray Ellis,Liberal,21645,32.6,5.4
Seat,Bendigo
fp
John Brumby,Labor,28197,40.5,-8.6
Bruce Reid,Liberal,23592,33.9,9.5
Denis English,National,9330,13.4,-8.7
Ian Keeling,Democrats,5566,8.0,4.0
Vic Upson,Christian,1578,2.3,2.3
Joan Ansell,Independent,880,1.3,1.3
Russell Castley,Independent,420,0.6,0.6
tcp
